zircon_sample,rock_sample,formation,location,age_Ma_plutons,age_Ma_plutons_error,age_Ma_seds,e_Hf_50Ma,e_Hf_50Ma_error
VZ18-11-170,VZ18-11,Orca group,PWS,54.55248344,1.957903042,71.6,9.744470868,0.852723005
VZ18-11-287,VZ18-11,Orca group,PWS,54.55248344,1.957903042,71.6,-8.732816881,0.957870513
VZ18-11-124,VZ18-11,Orca group,PWS,54.55248344,1.957903042,71.7,1.207250418,1.602931542
VZ18-11-112,VZ18-11,Orca group,PWS,54.55248344,1.957903042,71.9,-3.478916802,1.015790812
VZ18-11-93,VZ18-11,Orca group,PWS,54.55248344,1.957903042,72,-2.929412104,0.825951305
VZ18-11-205,VZ18-11,Orca group,PWS,54.55248344,1.957903042,72.2,1.776394037,0.768943594
VZ18-11-242,VZ18-11,Orca group,PWS,54.55248344,1.957903042,72.6,-5.806265828,0.89868669
VZ18-11-224,VZ18-11,Orca group,PWS,54.55248344,1.957903042,90.4,4.90997886,0.845635501
VZ18-11-239,VZ18-11,Orca group,PWS,54.55248344,1.957903042,90.6,-15.1707661,1.284303642
VZ18-11-117,VZ18-11,Orca group,PWS,54.55248344,1.957903042,90.6,6.891340559,0.875999424
VZ18-11-69,VZ18-11,Orca group,PWS,54.55248344,1.957903042,90.8,7.941988223,0.936346294
VZ18-11-172,VZ18-11,Orca group,PWS,54.55248344,1.957903042,91.1,8.534807061,0.879265141
VZ18-11-19,VZ18-11,Orca group,PWS,54.55248344,1.957903042,91.2,11.95403332,1.285962869
VZ18-11-104,VZ18-11,Orca group,PWS,54.55248344,1.957903042,92.1,7.75380844,0.759592445
VZ18-11-2,VZ18-11,Orca group,PWS,54.55248344,1.957903042,92.4,7.958247433,1.014084041
VZ18-11-20,VZ18-11,Orca group,PWS,54.55248344,1.957903042,94.7,-3.796599516,1.186268924
VZ18-11-145,VZ18-11,Orca group,PWS,54.55248344,1.957903042,149.2,8.789367986,0.934157588
VZ18-11-71,VZ18-11,Orca group,PWS,54.55248344,1.957903042,150.2,6.040369692,0.933757874
VZ18-11-88,VZ18-11,Orca group,PWS,54.55248344,1.957903042,150.5,6.967691861,1.383407077
VZ18-11-161,VZ18-11,Orca group,PWS,54.55248344,1.957903042,151.1,5.439010456,0.708253635
VZ18-11-166,VZ18-11,Orca group,PWS,54.55248344,1.957903042,151.3,5.495902926,0.935613977
VZ18-11-133,VZ18-11,Orca group,PWS,54.55248344,1.957903042,151.5,7.9556146,1.212734567
VZ18-11-284,VZ18-11,Orca group,PWS,54.55248344,1.957903042,151.9,2.096003046,0.937618453
VZ18-03-243,VZ18-03,Orca group,PWS,54.55248344,1.957903042,68.9,6.728088111,0.881783603
VZ18-03-09,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69,5.485118862,1.030708498
VZ18-03-26,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69.4,1.014231971,0.829955158
VZ18-03-191,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69.5,7.851712182,1.055549858
VZ18-03-277,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69.5,6.355348273,1.055429728
VZ18-03-105,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69.6,7.822992704,0.992969977
VZ18-03-211,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69.6,1.460300163,0.973501548
VZ18-03-67,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69.7,-1.884434539,0.970884011
VZ18-03-37,VZ18-03,Orca group,PWS,54.55248344,1.957903042,69.8,1.256784584,0.794689377
VZ18-03-118,VZ18-03,Orca group,PWS,54.55248344,1.957903042,71.3,7.736869325,0.998185231
VZ18-03-132,VZ18-03,Orca group,PWS,54.55248344,1.957903042,71.9,7.27992528,0.896185713
VZ18-03-51,VZ18-03,Orca group,PWS,54.55248344,1.957903042,71.9,6.036031689,0.870548378
VZ18-03-313,VZ18-03,Orca group,PWS,54.55248344,1.957903042,71.9,3.361724696,0.743283262
VZ18-03-290,VZ18-03,Orca group,PWS,54.55248344,1.957903042,72,8.20434815,0.955411183
VZ18-03-270,VZ18-03,Orca group,PWS,54.55248344,1.957903042,72,3.791045311,0.990271811
VZ18-03-266,VZ18-03,Orca group,PWS,54.55248344,1.957903042,72,1.546976901,1.163863352
VZ18-03-205,VZ18-03,Orca group,PWS,54.55248344,1.957903042,72,9.299050756,1.03998358
VZ18-03-296,VZ18-03,Orca group,PWS,54.55248344,1.957903042,72.1,7.466140756,0.812453693
VZ18-03-65,VZ18-03,Orca group,PWS,54.55248344,1.957903042,72.1,5.560498296,1.321717442
VZ18-03-17,VZ18-03,Orca group,PWS,54.55248344,1.957903042,72.1,0.265652371,1.332245772
VZ18-03-231,VZ18-03,Orca group,PWS,54.55248344,1.957903042,87.3,5.647829279,0.813345869
VZ18-03-04,VZ18-03,Orca group,PWS,54.55248344,1.957903042,87.6,10.27426468,0.976755853
VZ18-03-117,VZ18-03,Orca group,PWS,54.55248344,1.957903042,87.6,8.2146162,0.860232609
VZ18-03-66,VZ18-03,Orca group,PWS,54.55248344,1.957903042,87.8,6.885893208,1.080246744
VZ18-03-207,VZ18-03,Orca group,PWS,54.55248344,1.957903042,87.9,6.65183764,0.89069737
VZ18-03-147,VZ18-03,Orca group,PWS,54.55248344,1.957903042,88.3,7.364165666,1.268718696
VZ18-03-274,VZ18-03,Orca group,PWS,54.55248344,1.957903042,88.9,10.03532858,0.968881776
VZ18-03-294,VZ18-03,Orca group,PWS,54.55248344,1.957903042,90.4,10.79421063,0.893580994
VZ18-03-272,VZ18-03,Orca group,PWS,54.55248344,1.957903042,91.6,9.119744074,0.825978519
VZ18-03-55,VZ18-03,Orca group,PWS,54.55248344,1.957903042,91.8,10.43184686,0.97051301
RF16-04-61,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,59.3,1.543302503,0.684181308
RF16-04-69,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,59.5,2.810610857,0.667463917
RF16-04-46,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,61.8,-6.84633436,0.866002985
RF16-04-123,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,64.7,1.591045,0.754242439
RF16-04-84,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,65.8,3.543551715,0.579828508
RF16-04-26,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,66.4,1.819224459,0.865665139
RF16-04-122,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,67,2.126074671,0.565560182
RF16-04-30,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,67.3,2.401963012,0.775095221
RF16-04-68,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,67.4,0.18790895,0.799205421
RF16-04-196,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,67.7,9.367562208,0.95014127
RF16-04-1,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69,8.523660978,0.749743918
RF16-04-64,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.2,7.086035761,0.637026707
RF16-04-54,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.4,4.758362336,0.695773885
RF16-04-103,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.6,-1.578498419,0.649236873
RF16-04-44,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.8,-1.066253729,0.645682109
RF16-04-105,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.8,4.837446917,0.682416207
RF16-04-53,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.2,9.523900565,0.636700922
RF16-04-6,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.2,10.40709755,0.63965055
RF16-04-97,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.4,7.773820471,0.689567558
RF16-04-25,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.4,-2.482326927,0.665281152
RF16-04-8,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.5,4.59880931,0.844865422
RF16-04-66,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.8,3.585820908,0.638518187
RF16-04-165,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,3.093817658,0.860515862
RF16-04-65,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,-5.801861017,0.575640602
RF16-04-9,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,4.403882047,0.746854716
RF16-04-186,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,0.567270584,0.72482862
RF16-04-194,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,0.235738722,0.72364109
RF16-04-1,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,-2.563763979,0.776713157
RF16-04-107,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,6.283512442,0.690224241
RF16-04-7,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,3.861188171,0.553470165
RF16-04-187,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,3.818206633,0.817997011
RF16-04-41,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,81.9,9.939746633,0.75543452
RF16-04-15,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,83.4,7.579096306,0.627628932
RF16-04-49,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,83.5,-2.581387317,0.599486487
RF16-04-67,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,83.6,10.07966865,0.671967023
RF16-04-51,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,85.2,5.925355364,0.747592979
RF16-04-70,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,86.5,9.825223536,0.739681679
RF16-04-82,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,87.6,9.276684992,0.655371268
RF16-04-50,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,87.7,1.837251155,0.602285177
RF16-04-9,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,88.5,7.87094539,0.714474707
RF16-04-71,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,88.6,8.444127695,0.793318504
RF16-04-76,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,88.7,8.176061323,0.691174542
RF16-04-200,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,88.9,4.294214566,0.865848323
RF16-04-77,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,89,8.812557093,0.932782328
RF16-04-94,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,90.5,9.366385576,0.748869062
RF16-04-54,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,90.5,5.855909064,0.787318214
RF16-04-79,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,91.4,5.342892522,0.583589042
RF16-04-113,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,91.5,4.423973298,0.704007039
RF16-04-130,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,93,10.54988331,0.634128951
RF16-04-32,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,93.6,-0.43463977,0.618536234
RF16-04-51,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,162.3,7.591427832,0.657864984
RF16-04-132,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,163.7,8.335054996,0.722002043
RF16-04-22,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,164.3,7.568414638,0.692314629
RF16-04-63,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,164.8,8.656826341,0.4807376
RF16-04-188,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,165.3,7.266051074,0.781419863
RF16-04-37,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,195.5,8.829928996,0.750053892
RF16-04-143,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,196.7,-1.036351222,0.969104331
RF16-04-137,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,197.6,9.049342487,0.694632264
RF16-04-67,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,197.6,11.43282743,0.973981179
RF16-04-33,RF16-04,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,200.8,2.235085161,0.889191886
RF16-27-50,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,55.2,10.55470657,0.61656226
RF16-27-138,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,55.8,-1.937977098,0.572535363
RF16-27-47,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,57.3,10.02771786,0.692141272
RF16-27-149,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,57.3,-4.154774255,0.700252365
RF16-27-105,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,57.4,-2.001358609,0.536308323
RF16-27-53,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,57.5,8.080510912,0.746558118
RF16-27-102,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,57.6,-1.39669014,0.757669728
RF16-27-110,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,57.6,-3.671639872,0.76355087
RF16-27-55,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,58.2,7.499307986,0.601163662
RF16-27-35,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,58.6,10.52426618,0.545968802
RF16-27-9,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,59.7,4.581554694,0.520674597
RF16-27-56,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,59.9,2.574937026,0.623044268
RF16-27-27,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,60.1,3.13859137,0.592302187
RF16-27-54,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,60.6,2.637655454,0.697426412
RF16-27-61,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,60.7,1.25194678,0.51220264
RF16-27-83,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,62,2.82506386,0.556733866
RF16-27-113,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,62.6,0.788370039,0.788759357
RF16-27-130,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,62.6,0.731056772,0.723035397
RF16-27-117,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,62.6,0.60592206,0.746693432
RF16-27-159,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,62.7,8.820880488,0.781523983
RF16-27-69,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,62.7,7.637958979,0.710663548
RF16-27-95,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,62.8,3.198731824,0.803965837
RF16-27-4,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,63.1,0.687573645,0.652377869
RF16-27-36,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,63.1,8.607243226,0.664784955
RF16-27-182,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,63.1,2.291631786,0.660968645
RF16-27-49,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,67.1,7.934678831,0.785008798
RF16-27-46,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,67.6,6.995765051,0.600861652
RF16-27-12,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,67.8,5.818661613,0.837394073
RF16-27-72,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,68.1,9.390812862,0.706506027
RF16-27-73,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,68.4,8.343360906,0.708390845
RF16-27-77,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,68.7,11.70489495,0.842740629
RF16-27-76,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,68.8,6.423696233,0.768110048
RF16-27-6,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.4,9.96867684,0.77113718
RF16-27-58,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.4,6.258607869,0.858239038
RF16-27-64,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,69.4,7.68486483,0.832598964
RF16-27-153,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.1,11.1600645,0.834941616
RF16-27-64,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.2,9.083846948,0.736570413
RF16-27-123,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.2,-1.709466549,0.564401309
RF16-27-99,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.4,7.718786244,0.685589937
RF16-27-194,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.6,10.52075653,0.662954464
RF16-27-184,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.6,7.989039767,0.533339397
RF16-27-60,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.8,10.25560067,0.622564854
RF16-27-89,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,70.8,11.5014682,0.653394823
RF16-27-173,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71,9.360866825,0.667143885
RF16-27-25,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,71.1,9.353071281,0.600645335
RF16-27-50,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,79.5,9.066788039,0.633220497
RF16-27-134,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,91.3,4.662376054,0.548820994
RF16-27-32,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,91.6,2.7156323,0.684826993
RF16-27-111,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,91.8,4.695880691,0.624652123
RF16-27-101,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,91.9,6.670090794,0.504471504
RF16-27-68,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,92,3.956658019,0.656301464
RF16-27-43,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,92,4.089418521,0.635436788
RF16-27-145,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,92.9,3.331846443,0.624665523
RF16-27-54,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,92.9,3.366419952,0.864258155
RF16-27-133,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,93.4,5.256002622,0.607372777
RF16-27-200,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,145.4,6.508182422,0.620878237
RF16-27-156,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,148.4,5.646743781,0.711156788
RF16-27-106,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,149.6,4.334526974,0.732120656
RF16-27-17,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,152.8,1.861280861,0.591661834
RF16-27-165,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,153.1,4.186888183,0.641240979
RF16-27-2,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,153.1,2.043928422,0.795155201
RF16-27-196,RF16-27,Schist of Nunatak Fiord,Boundary block,52.86403534,1.613456499,156.3,1.063242314,0.631204791
ST13-05-49,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,70.6,4.733006083,1.246930999
ST13-05-62,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,70.7,5.618895432,1.331782893
ST13-05-43,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,70.8,-3.670753166,1.247891184
ST13-05-56,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,71.1,1.653600535,0.950032131
ST13-05-59,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,71.2,6.669897286,0.95560608
ST13-05-85,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,71.4,5.04490997,1.138690623
ST13-05-94,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,71.5,6.553475815,0.877425371
ST13-05-67,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,71.7,6.260512446,0.98956812
ST13-05-72,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,72,0.710675746,1.016459288
ST13-05-102,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,72.3,-0.207678241,0.949116976
ST13-05-84,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,72.3,0.613452845,1.237018982
ST13-05-42,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,72.7,2.171167433,1.300402109
ST13-05-47,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,72.7,2.180629755,1.385526847
ST13-05-82,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,73.3,0.917831346,1.212102845
ST13-05-90,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,74,-4.505527585,1.094101449
ST13-05-78,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,150.8,2.600793695,1.032569919
ST13-05-51,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,151.6,0.760327564,1.190853973
ST13-05-44,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,155.7,1.616672373,1.051138497
ST13-05-101,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,156.1,3.97784083,1.255177901
ST13-05-41,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,162.1,7.135927642,1.238090116
ST13-05-58,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,342.5,-5.62768987,1.044434624
ST13-05-103,ST13-05,Sitka greywacke,Baranof,50.61969342,2.893478446,365.2,-18.5737622,1.322349953
WB13-04-57,WB13-04,Baranof schist,Baranof,50.61969342,2.893478446,62.7,-0.186848608,1.116953455
WB13-04-56,WB13-04,Baranof schist,Baranof,50.61969342,2.893478446,62.9,-2.00870799,1.206625854
WB13-04-53,WB13-04,Baranof schist,Baranof,50.61969342,2.893478446,63.5,-1.692057944,1.14125499
WB13-04-66,WB13-04,Baranof schist,Baranof,50.61969342,2.893478446,64,-1.614796761,1.183853387
WB13-04-44,WB13-04,Baranof schist,Baranof,50.61969342,2.893478446,83.7,-6.777505263,1.011986039
WB13-04-65,WB13-04,Baranof schist,Baranof,50.61969342,2.893478446,85.1,1.751488845,1.009758448
WB13-16-86,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,61,-3.693546993,1.083324405
WB13-16-78,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,61.3,-2.574632452,1.078209337
WB13-16-114,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,61.6,-2.353913047,0.85784244
WB13-16-96,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,61.8,-5.586627561,1.430046086
WB13-16-85,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,62.2,2.395998446,1.224946252
WB13-16-103,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,62.5,-1.195356192,1.175683765
WB13-16-110,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,62.5,-1.837157746,1.172200858
WB13-16-106,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,62.7,-2.298257586,1.23042968
WB13-16-97,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,63,-3.443451419,1.422746545
WB13-16-91,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,84.5,-2.523649285,0.953929936
WB13-16-56,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,85.9,-7.318420067,1.387078122
WB13-16-98,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,88.2,2.295479764,1.144413705
WB13-16-90,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,89.1,4.783886547,1.215845904
WB13-16-116,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,90.1,4.787277733,1.048366028
WB13-16-82,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,91.4,4.708772201,1.065943302
WB13-16-84,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,98.1,2.39113296,1.319796653
WB13-16-80,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,193.3,-9.530700143,0.950363989
WB13-16-36,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,221.6,6.223198192,1.584886998
WB13-16-59,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,351.4,-14.85532792,1.532509836
WB13-16-35,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,359,-21.94146042,1.277734533
WB13-16-58,WB13-16,Baranof schist,Baranof,50.61969342,2.893478446,359.5,-16.39449507,2.448924823
